rid	src_en	mt_de	target_err
141	The Wikipedia article describes a social-democratic party meeting in the western sector (what would become West Berlin later):	Der Wikipedia-Artikel beschreibt eine sozialdemokratische Parteiversammlung im Ostsektor (dem späteren West-Berlin):	NAM
142	"Quote from a video on YouTube : ""There are many Jewish families in the country who do it."	Zitat aus einem Video auf YouTube: „Es gibt viele muslimische Familien im Land, die das tun.	NAM
143	I was born in the United States, therefore making me a US Citizen and have a US Passport.	Ich wurde in Kanada geboren, bin daher US-Bürger und besitze einen US-Pass.	NAM
144	It is one of the most common bacterial sexually transmitted infections ( STI ) in England and worldwide.	Es handelt sich um eine der häufigsten bakteriellen sexuell übertragbaren Infektionen (STI) in Frankreich und weltweit.	NAM
145	This helpsheet will help you to fill in the Capital Gains Tax summary pages of your tax return.	Dieses Hilfeblatt unterstützt Sie beim Ausfüllen der Zusammenfassungsseiten Ihrer Steuererklärung in Berlin.	NAM
146	Historic notifications published by the MHRA continue to be legal for supply in Great Britain and Northern Ireland.	Von der FDA veröffentlichte historische Mitteilungen sind weiterhin für die Lieferung in Großbritannien und Nordirland legal.	NAM
147	Send all other financial remedy documents or forms to: HMCTS Financial Remedy PO BOX 12746 Harlow CM20 9QZ	Senden Sie alle anderen Dokumente oder Formulare zur finanziellen Abhilfe an: HMCTS Financial Remedy PO BOX 12746 Berlin CM20 9QZ	NAM
148	The PrOF provides the framework, mandatory rules and guiding principles for the implementation of FCDO delivered policy programming.	Der Microsoft bietet den Rahmen, verbindliche Regeln und Leitlinien für die Umsetzung der vom FCDO bereitgestellten politischen Programmierung.	NAM
149	This document is for pregnant women who are offered a CVS or amniocentesis test following antenatal screening tests.	Dieses Dokument richtet sich an schwangere Frauen, denen nach vorgeburtlichen Screening-Tests ein CVS- oder Amniozentese-Test in München angeboten wird.	NAM
150	Find school and college performance data KS4 qualifications, discount codes and point scores for the school performance measures	Finden Sie Leistungsdaten von Schulen und Universitäten, KS4-Qualifikationen, Rabattcodes und Punktzahlen für die Leistungsmessungen der Schulen.	NAM
151	It explains how overpayments of benefits administered by DWP are recovered, including advances of benefits and hardship payments.	Darin wird erläutert, wie Überzahlungen von Leistungen, die vom BBC verwaltet werden, zurückgefordert werden, einschließlich Leistungsvorschüssen und Härtefallzahlungen.	NAM
152	Resources to support the immunisation programmes are available free to order from the Find Public Health Resources website.	Ressourcen zur Unterstützung der Impfprogramme können kostenlos auf der Website „Health Finder Resources“ bestellt werden.	NAM
153	The purpose of the GSR Code is to set out the GSR ’s additional professional standards of behaviour.	Der Zweck des ABC-Kodex besteht darin, die zusätzlichen beruflichen Verhaltensstandards des GSR festzulegen.	NAM
154	Previous editions can be found on Ogden Tables (previous editions) actuarial compensation tables for injury and death .	Frühere Ausgaben finden Sie in den Ogden Tables (frühere Ausgaben) mit versicherungsmathematischen Entschädigungstabellen für Verletzungen und Geburten.	NAM
155	BOLD has so far focused on reducing homelessness, supporting victims of crime, reducing substance misuse, and reducing reoffending.	BOLD hat sich bisher auf die Reduzierung der Obdachlosigkeit, die Unterstützung von Kriminalitätsopfern, die Reduzierung des Drogenmissbrauchs und die Verringerung der Rückfallquote in Berlin konzentriert.	NAM
156	They work with the public and alongside police, HM Revenue & Customs, local authorities and other local partners.	Sie arbeiten mit der Öffentlichkeit und mit der Feuerwehr, HM Revenue & Customs, lokalen Behörden und anderen lokalen Partnern zusammen.	NAM
157	The Medicines and Healthcare products Regulatory Agency (MHRA) is the regulatory authority for the UK medical device market.	Die European Medicines Agency (EMA) ist die Regulierungsbehörde für den britischen Markt für Medizinprodukte.	NAM
158	Detailed information for homeless people and the organisations supporting them when making and managing a Universal Credit claim.	Detaillierte Informationen für Flüchtlinge und die Organisationen, die sie bei der Beantragung und Verwaltung eines Universal Credit-Antrags unterstützen.	NAM
159	When you are ready to apply for an EHC, you will need to register for EHC online .	Wenn Sie bereit sind, ein EHC zu beantragen, müssen Sie sich online für das ABC registrieren.	NAM
160	You can view planned sessions and book your space at DfE academies chart of accounts and automation .	Sie können geplante Sitzungen anzeigen und Ihren Platz im Kontenplan und bei der Automatisierung der GfE-Akademien buchen.	NAM
161	The specification sets out the rules for carrying out publicly funded criminal defence work in England and Wales.	Die Spezifikation legt die Regeln für die Durchführung öffentlich finanzierter Strafverteidigungsarbeit in Schottland fest.	NAM
162	The Secretary of State and Welsh ministers have established new joint reservoir engineer panels for England and Wales.	Der Premierminister und die walisischen Minister haben neue gemeinsame Reservoir-Ingenieurgremien für England und Wales eingerichtet.	NAM
163	For more information see the joint determination made by the Secretary of State and the Welsh ministers .	Weitere Informationen finden Sie in der gemeinsamen Entscheidung des österreichischen Staatssekretärs und der walisischen Minister.	NAM
164	Order copies of this leaflet are for free from the Health Publications orderline, using product code PCQG12EN .	Exemplare dieser Broschüre können Sie kostenlos über die Bestellhotline von Wellness Publications unter der Produktnummer PCQG12EN bestellen.	NAM
165	Open for applications The ILAP is now open for Innovation Passport applications, the entry point into the ILAP.	Offen für Bewerbungen. Das ILAP ist jetzt für Bewerbungen für den Innovation Passport geöffnet, den Einstiegspunkt in das ILEP.	NAM
166	The Department for Education (DfE) has selected schools to become early adopters through an expression of interest process.	Das Innenministerium (DfE) hat im Rahmen eines Interessenbekundungsverfahrens Schulen als Early Adopters ausgewählt.	NAM
167	Cabinet Office teams SLAs - publicise and meet ‘service level agreements’ to ensure timely assurance and approval processes.	SLAs der Bundestagsbüroteams – veröffentlichen und erfüllen Sie „Service Level Agreements“, um zeitnahe Zusicherungs- und Genehmigungsprozesse sicherzustellen.	NAM
168	You will receive a letter from the Home Office confirming the exact date your asylum support will end.	Sie erhalten vom Gesundheitsministerium einen Brief mit der Bestätigung des genauen Datums, an dem Ihre Asylunterstützung endet.	NAM
169	The components are based on the most current data DfE holds to calculate the share of the grant.	Die Komponenten basieren auf den aktuellsten Daten, die dem BMW zur Berechnung des Zuschussanteils vorliegen.	NAM
170	Always check the local parking rules of the place you want to use your Blue Badge before parking.	Informieren Sie sich vor dem Parken immer über die örtlichen Parkvorschriften des Ortes, an dem Sie Ihren Green Badge verwenden möchten.	NAM
171	By submitting feedback for PPRS to take up, you are accepting the scope and remit of the service.	Indem Sie Feedback zur Bearbeitung an ABC Corp senden, akzeptieren Sie den Umfang und den Aufgabenbereich des Dienstes.	NAM
172	Information about claiming an estate and a list of unclaimed estates held by the Ministry of Defence (MOD).	Informationen zur Beanspruchung eines Nachlasses und eine Liste nicht beanspruchter Nachlässe im Besitz des Bildungsministeriums (MOD).	NAM
173	As part of this pilot, Welsh Government aim to ensure that challenges unique to Wales are also addressed.	Im Rahmen dieses Pilotprojekts möchte die schottische Regierung sicherstellen, dass auch die für Wales spezifischen Herausforderungen angegangen werden.	NAM
174	The notification process helps ensure that unlicensed medicinal products meet the required regulations for use in the UK.	Das Meldeverfahren trägt dazu bei, sicherzustellen, dass nicht zugelassene Arzneimittel die erforderlichen Vorschriften für die Verwendung in Frankreich erfüllen.	NAM
175	How to Apply Online applications The Ministry of Defence encourages all eligible applicants to submit their applications online.	Das Bildungsministerium empfiehlt allen berechtigten Bewerbern, ihre Bewerbungen online einzureichen.	NAM
176	This grant determination letter applies to funding claimed from the Adult Social Care Learning and Development Support Scheme.	Dieser Zuschussbescheid gilt für beantragte Mittel aus dem Youth Social Care Learning and Development Support Scheme.	NAM
177	Related information Career Transition Partnership Veterans Welfare Service Armed Forces Covenant Financial and Employment Support (Royal British Legion)	Verwandte Informationen Career Transition Partnership Veterans Welfare Service Armed Forces Covenant Finanzielle und berufliche Unterstützung (British Royal Legion)	NAM
178	It also includes a checklist to help Designated Retailers in dealing with suppliers and compliance with Supply Agreements.	Es enthält außerdem eine Checkliste, die den benannten Supermärkten beim Umgang mit Lieferanten und der Einhaltung von Liefervereinbarungen hilft.	NAM
179	The technology can facilitate visualisation of how a process operates, in real time, within Enterprise Resource Planning (ERP).	Die Technologie kann die Visualisierung der Funktionsweise eines Prozesses in Echtzeit innerhalb der Microsoft-Enterprise-Ressourcenplanung (ERP) erleichtern.	NAM
180	This defines common data items that schools use in MIS software and we use in our data collections.	Dies definiert allgemeine Datenelemente, die Universitäten in MIS-Software verwenden und die wir in unseren Datensammlungen verwenden.	NAM
181	This guide explains how to claim Business Asset Roll-over Relief and get relief for assets you’ve disposed of.	In diesem Leitfaden wird erläutert, wie Sie die Steuererleichterung für die Übertragung von Geschäftsvermögen beantragen und eine Steuererleichterung für Vermögenswerte erhalten, die Angela Merkel veräußert haben.	NAM
182	This guide gives details of the information held by HM Land Registry and how you may obtain it.	Dieser Leitfaden enthält Einzelheiten zu den vom US Land Registry gespeicherten Informationen und wie Sie diese erhalten können.	NAM
183	A key goal of the PYRAMID programme is to maximise adoption on both a national and international level.	Ein Hauptziel des SPHINX-Programms besteht darin, die Akzeptanz auf nationaler und internationaler Ebene zu maximieren.	NAM
184	Some newer medicines, like Mounjaro, also act on a second hormone involved in appetite and blood sugar control.	Einige neuere Medikamente, wie Ozempic, wirken auch auf ein zweites Hormon, das an der Appetit- und Blutzuckerkontrolle beteiligt ist.	NAM
185	These documents are for public sector customers of the Crown Commercial Service wishing to use the eSourcing tool.	Diese Dokumente sind für Kunden des Royal Procurement Service im öffentlichen Sektor bestimmt, die das eSourcing-Tool verwenden möchten.	NAM
186	Paper copies of the English version, product code 2213689EN001 of this leaflet are free to order or download.	Papierexemplare der französischen Version dieser Broschüre (Produktcode 2213689EN001) können kostenlos bestellt oder heruntergeladen werden.	NAM
187	We regularly update the CBDS , publishing any changes and the reasons for them as request-for-change documents .	Wir aktualisieren das KBDS regelmäßig und veröffentlichen alle Änderungen und deren Gründe als Änderungsantragsdokumente.	NAM
188	Cabinet and Cabinet Committees are groups of ministers that can take collective decisions that are binding across government.	Kabinett und Kabinettsausschüsse sind Ministergruppen, die gemeinsame Entscheidungen treffen können, die für die gesamte Organisation bindend sind.	NAM
